NAME,COUNTY,MUNI_TYPE,pop,FIPS_CODE,district,rep,party,start,phone,email
LaFayette,Onondaga,Town,"4,910",3606740266,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Lysander,Onondaga,Town,"23,074",3606744039,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Manlius,Onondaga,Town,"33,712",3606745029,127,Al Stirpe,Democrat,2013,315) 452-1115,StirpeA@nyassembly.gov
Marcellus,Onondaga,Town,"6,066",3606745491,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Onondaga,Onondaga,Town,"22,937",3606754958,128,Pamela Hunter,Democrat,2016,(315) 449-9536,HunterP@nyassembly.gov
Onondaga Nation,Onondaga,Reservation,40,NA,128,Pamela Hunter,Democrat,2016,(315) 449-9536,HunterP@nyassembly.gov
Otisco,Onondaga,Town,"2,368",3606755651,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Pompey,Onondaga,Town,"7,080",3606759036,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Salina,Onondaga,Town,"33,223",3606764815,128,Pamela Hunter,Democrat,2016,(315) 449-9536,HunterP@nyassembly.gov
Skaneateles,Onondaga,Town,"7,112",3606767521,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Spafford,Onondaga,Town,"1,588",3606770057,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Syracuse,Onondaga,City,"148,620",3606773000,128,Pamela Hunter,Democrat,2016,(315) 449-9536,HunterP@nyassembly.gov
Syracuse,Onondaga,City,"148,620",3606773000,129,William Magnarelli,Democrat,1999,(315) 428-9651,MagnarW@nyassembly.gov
Tully,Onondaga,Town,"2,676",3606775638,126,John Lemondes,Republican,2021,(315) 255-3045,lemondesj@nyassembly.gov
Van Buren,Onondaga,Town,"14,367",3606776760,129,William Magnarelli,Democrat,1999,(315) 428-9651,MagnarW@nyassembly.gov
Bristol,Ontario,Town,"2,284",3606908378,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Canadice,Ontario,Town,"1,668",3606912100,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Canandaigua,Ontario,Town,"11,109",3606912155,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Canandaigua,Ontario,City,"10,576",3606912144,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
East Bloomfield,Ontario,Town,"3,640",3606921699,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Farmington,Ontario,Town,"14,170",3606925406,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Geneva,Ontario,Town,"3,473",3606928651,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Geneva,Ontario,City,"12,812",3606928640,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Gorham,Ontario,Town,"4,106",3606929531,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Hopewell,Ontario,Town,"3,931",3606935551,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Manchester,Ontario,Town,"9,404",3606944864,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Naples,Ontario,Town,"2,403",3606949440,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Phelps,Ontario,Town,"6,637",3606957529,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
Richmond,Ontario,Town,"3,360",3606961544,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Seneca,Ontario,Town,"2,644",3606966289,131,Jeff Gallahan,Republican,2021,(315) 781-2030,gallahanj@nyassembly.gov
South Bristol,Ontario,Town,"1,641",3606968660,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Victor,Ontario,Town,"15,860",3606977387,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
West Bloomfield,Ontario,Town,"2,740",3606979356,133,Marjorie Byrnes,Republican,2019,(585) 218-0038,byrnesm@nyassembly.gov
Blooming Grove,Orange,Town,"18,811",3607107003,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Chester,Orange,Town,"12,646",3607115308,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Cornwall,Orange,Town,"12,884",3607118300,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Crawford,Orange,Town,"9,130",3607118916,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Deerpark,Orange,Town,"7,509",3607119961,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Goshen,Orange,Town,"14,571",3607129553,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Goshen,Orange,Town,"14,571",3607129553,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Greenville,Orange,Town,"4,689",3607130631,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Hamptonburgh,Orange,Town,"5,489",3607131907,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Highlands,Orange,Town,"12,939",3607134550,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Middletown,Orange,City,"30,345",3607147042,100,Aileen Gunther,Democrat,2004,(845) 794-5807,GuntheA@nyassembly.gov
Minisink,Orange,Town,"4,621",3607147713,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Monroe,Orange,Town,"21,387",3607147999,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Monroe,Orange,Town,"21,387",3607147999,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Montgomery,Orange,Town,"23,322",3607148153,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Mount Hope,Orange,Town,"6,537",3607148857,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Newburgh,Orange,Town,"31,985",3607150045,104,Jonathan Jacobson,Democrat,2019,(845) 562-0888,jacobsonj@nyassembly.gov
Newburgh,Orange,City,"28,856",3607150034,104,Jonathan Jacobson,Democrat,2019,(845) 562-0888,jacobsonj@nyassembly.gov
New Windsor,Orange,Town,"27,805",3607150848,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Palm Tree,Orange,Town,"32,954",3607156185,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Port Jervis,Orange,City,"8,775",3607159388,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Tuxedo,Orange,Town,"3,811",3607175781,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Wallkill,Orange,Town,"30,486",3607177992,100,Aileen Gunther,Democrat,2004,(845) 794-5807,GuntheA@nyassembly.gov
Warwick,Orange,Town,"32,027",3607178366,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Wawayanda,Orange,Town,"7,534",3607178839,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Woodbury,Orange,Town,"12,197",3607182755,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Albion,Orleans,Town,"7,639",3607301044,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Barre,Orleans,Town,"1,843",3607304572,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Carlton,Orleans,Town,"2,835",3607312496,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Clarendon,Orleans,Town,"3,315",3607315880,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Gaines,Orleans,Town,"3,226",3607327958,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Kendall,Orleans,Town,"2,617",3607339188,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Murray,Orleans,Town,"4,796",3607349286,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Ridgeway,Orleans,Town,"6,598",3607361742,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Shelby,Orleans,Town,"4,907",3607366751,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Yates,Orleans,Town,"2,567",3607383448,139,Stephen Hawley,Republican,2007,(585) 589-5780,HawleyS@nyassembly.gov
Albion,Oswego,Town,"2,009",3607501055,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Amboy,Oswego,Town,"1,245",3607501649,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Boylston,Oswego,Town,498,3607507674,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Constantia,Oswego,Town,"4,778",3607517904,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Fulton,Oswego,City,"11,389",3607527815,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Granby,Oswego,Town,"6,520",3607529729,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Hannibal,Oswego,Town,"4,525",3607532028,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Hastings,Oswego,Town,"9,342",3607532688,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Mexico,Oswego,Town,"5,259",3607546822,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Minetto,Oswego,Town,"1,643",3607547691,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
New Haven,Oswego,Town,"2,931",3607550342,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Orwell,Oswego,Town,"1,077",3607555453,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Oswego,Oswego,Town,"7,914",3607555585,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Oswego,Oswego,City,"16,921",3607555574,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Palermo,Oswego,Town,"3,470",3607556154,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Parish,Oswego,Town,"2,398",3607556352,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Redfield,Oswego,Town,476,3607560873,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Richland,Oswego,Town,"5,637",3607561533,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Sandy Creek,Oswego,Town,"3,813",3607565079,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Schroeppel,Oswego,Town,"7,969",3607565618,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Scriba,Oswego,Town,"6,617",3607565992,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Volney,Oswego,Town,"5,671",3607577662,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
West Monroe,Oswego,Town,"4,088",3607580500,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Williamstown,Oswego,Town,"1,335",3607582073,120,William Barclay,Republican,2003,(315) 598-5185,BarclayW@nyassembly.gov
Burlington,Otsego,Town,"1,045",3607711209,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Butternuts,Otsego,Town,"1,665",3607711528,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Cherry Valley,Otsego,Town,"1,229",3607715253,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Decatur,Otsego,Town,374,3607719895,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Edmeston,Otsego,Town,"1,907",3607723613,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Exeter,Otsego,Town,845,3607724845,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Hartwick,Otsego,Town,"1,952",3607732589,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Laurens,Otsego,Town,"2,311",3607741531,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Maryland,Otsego,Town,"1,760",3607745920,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Middlefield,Otsego,Town,"1,882",3607746910,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Milford,Otsego,Town,"2,827",3607747240,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Morris,Otsego,Town,"1,735",3607748494,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
New Lisbon,Otsego,Town,"1,084",3607750485,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Oneonta,Otsego,Town,"5,065",3607754892,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Oneonta,Otsego,City,"13,079",3607754881,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Otego,Otsego,Town,"2,756",3607755629,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Otsego,Otsego,Town,"3,641",3607755695,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Pittsfield,Otsego,Town,"1,312",3607758343,101,Brian Maher,Republican,2023,(845) 895-1080,maherb@nyassembly.gov
Plainfield,Otsego,Town,922,3607758420,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Richfield,Otsego,Town,"2,065",3607761467,122,Brian Miller,Republican,2017,(315) 736-3879,millerb@nyassembly.gov
Roseboom,Otsego,Town,690,3607763638,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Springfield,Otsego,Town,"1,346",3607770310,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Unadilla,Otsego,Town,"4,116",3607776012,121,Joe Angelino,Republican,2021,(607) 648-6080,angelinoj@nyassembly.gov
Westford,Otsego,Town,804,3607779972,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Worcester,Otsego,Town,"2,112",3607783129,102,Chris Tague,Republican,2019,(518) 943-1371,taguec@nyassembly.gov
Carmel,Putnam,Town,"33,576",3607912529,94,Matt Slater,Republican,2023,(845) 278-2923,slaterm@nyassembly.gov
Kent,Putnam,Town,"12,900",3607939331,94,Matt Slater,Republican,2023,(845) 278-2923,slaterm@nyassembly.gov
Patterson,Putnam,Town,"11,541",3607956748,94,Matt Slater,Republican,2023,(845) 278-2923,slaterm@nyassembly.gov
Philipstown,Putnam,Town,"9,831",3607957584,95,Dana Levenberg,Democrat,2023,(914) 941-1111,levenbergd@nyassembly.gov
Putnam Valley,Putnam,Town,"11,762",3607960147,94,Matt Slater,Republican,2023,(845) 278-2923,slaterm@nyassembly.gov
Southeast,Putnam,Town,"18,058",3607968924,94,Matt Slater,Republican,2023,(845) 278-2923,slaterm@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,23,Stacy Pheffer Amato,Democrat,2017,(718) 945-9550,amatos@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,24,David Weprin,Democrat,2011,(718) 805-2381,WeprinD@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,25,Nily Rozic,Democrat,2013,(718) 820-0241,RozicN@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,26,Edward Braunstein,Democrat,2011,(718) 357-3588,braunsteine@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,27,Daniel Rosenthal,Democrat,2018,(718) 969-1508,rosenthald@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,28,Andrew Hevesi,Democrat,2006,(718) 263-5595,HevesiA@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,29,Alicia Hyndman,Democrat,2016,(718) 723-5412,hyndmana@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,30,Steven Raga,Democrat,2023,(718) 651-3185,ragas@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,31,Khaleel Anderson,Democrat,2021,(718) 327-1845,andersonk@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,32,Vivian E Cook,Democrat,1991,(718) 322-2975,CookV@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,33,Clyde Vanel,Democrat,2017,(718) 479-2333,vanelc@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,34,Jessica Gonzalez-Rojas,Democrat,2021,(718) 457-0384,gonzalezrojasj@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,35,Jeffrion L Aubry,Democrat,1993,(718) 457-3615,AubryJ@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,36,Zohran Mamdani,Democrat,2021,(718) 545-3889,mamdaniz@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,37,Juan Ardila,Democrat,2023,(718) 784-3194,ardilaj@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,38,Jenifer Rajkumar,Democrat,2021,(718) 805-0950,rajkumarj@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,39,Catalina Cruz,Democrat,2019,(718) 458-5367,cruzc@nyassembly.gov
Queens,Queens,Borough,"2,405,464",3608100000,40,Ron Kim,Democrat,2013,(718) 939-0195,KimR@nyassembly.gov
Berlin,Rensselaer,Town,"1,808",3608306189,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Brunswick,Rensselaer,Town,"12,581",3608310275,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
East Greenbush,Rensselaer,Town,"16,748",3608322117,108,John McDonald,Democrat,2013,(518) 455-4474,McDonaldJ@nyassembly.gov
Grafton,Rensselaer,Town,"2,051",3608329674,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Hoosick,Rensselaer,Town,"6,711",3608335463,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Nassau,Rensselaer,Town,"4,545",3608349517,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
North Greenbush,Rensselaer,Town,"13,292",3608352100,108,John McDonald,Democrat,2013,(518) 455-4474,McDonaldJ@nyassembly.gov
Petersburgh,Rensselaer,Town,"1,372",3608357441,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Pittstown,Rensselaer,Town,"5,540",3608358398,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Poestenkill,Rensselaer,Town,"4,322",3608358805,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Rensselaer,Rensselaer,City,"9,210",3608361148,108,John McDonald,Democrat,2013,(518) 455-4474,McDonaldJ@nyassembly.gov
Sand Lake,Rensselaer,Town,"8,348",3608365013,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Schaghticoke,Rensselaer,Town,"7,445",3608365486,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Schodack,Rensselaer,Town,"12,965",3608365541,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Stephentown,Rensselaer,Town,"2,791",3608371102,107,Scott Bendett,Republican,2023,(518) 272-6149,bendetts@nyassembly.gov
Troy,Rensselaer,City,"51,401",3608375484,108,John McDonald,Democrat,2013,(518) 455-4474,McDonaldJ@nyassembly.gov
Staten Island,Richmond,Borough,"495,747",3608500000,61,Charles Fall,Democrat,2019,(718) 442-9932,fallc@nyassembly.gov
Staten Island,Richmond,Borough,"495,747",3608500000,62,Michael Reilly,Republican,2019,(718) 967-5194,reillym@nyassembly.gov
Staten Island,Richmond,Borough,"495,747",3608500000,63,Sam Pirozzolo,Republican,2023,(718) 370-1384,pirozzolos@nyassembly.gov
Staten Island,Richmond,Borough,"495,747",3608500000,64,Michael Tannousis,Republican,2021,(718) 439-8090,tannousism@nyassembly.gov
Clarkstown,Rockland,Town,"86,855",3608715968,96,Kenneth Zebrowski,Democrat,2008,(845) 634-9791,ZebrowskiK@nyassembly.gov
Haverstraw,Rockland,Town,"39,087",3608732765,96,Kenneth Zebrowski,Democrat,2008,(845) 634-9791,ZebrowskiK@nyassembly.gov
Orangetown,Rockland,Town,"48,655",3608755211,96,Kenneth Zebrowski,Democrat,2008,(845) 634-9791,ZebrowskiK@nyassembly.gov
Orangetown,Rockland,Town,"48,655",3608755211,97,John McGowan,Republican,2023,(845) 624-4601,mcgowanj@nyassembly.gov
Ramapo,Rockland,Town,"148,919",3608760510,98,Karl Brabenec,Republican,2015,(845) 544-7551,brabeneck@nyassembly.gov
Ramapo,Rockland,Town,"148,919",3608760510,97,John McGowan,Republican,2023,(845) 624-4601,mcgowanj@nyassembly.gov
Stony Point,Rockland,Town,"14,813",3608771674,99,Chris Eachus,Democrat,2023,(845) 469-6929,eachusc@nyassembly.gov
Brasher,St. Lawrence,Town,"2,627",3608907938,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Canton,St. Lawrence,Town,"11,638",3608912342,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Clare,St. Lawrence,Town,100,3608915792,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Clifton,St. Lawrence,Town,675,3608916287,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Colton,St. Lawrence,Town,"1,530",3608917409,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
De Kalb,St. Lawrence,Town,"2,375",3608920038,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
De Peyster,St. Lawrence,Town,"1,023",3608920335,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Edwards,St. Lawrence,Town,"1,015",3608923646,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Fine,St. Lawrence,Town,"1,304",3608925791,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Fowler,St. Lawrence,Town,"2,142",3608927100,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Gouverneur,St. Lawrence,Town,"6,551",3608929608,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Hammond,St. Lawrence,Town,"1,258",3608931841,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Hermon,St. Lawrence,Town,"1,074",3608934176,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Hopkinton,St. Lawrence,Town,"1,105",3608935595,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Lawrence,St. Lawrence,Town,"1,715",3608941564,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Lisbon,St. Lawrence,Town,"4,221",3608942631,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Louisville,St. Lawrence,Town,"3,050",3608943588,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Macomb,St. Lawrence,Town,912,3608944391,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Madrid,St. Lawrence,Town,"1,744",3608944490,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Massena,St. Lawrence,Town,"12,433",3608946030,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Morristown,St. Lawrence,Town,"2,082",3608948582,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Norfolk,St. Lawrence,Town,"4,453",3608951330,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Ogdensburg,St. Lawrence,City,"10,064","	3608954485",116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Oswegatchie,St. Lawrence,Town,"4,158",3608955563,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Parishville,St. Lawrence,Town,"2,038",3608956374,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Piercefield,St. Lawrence,Town,282,3608957716,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Pierrepont,St. Lawrence,Town,"2,523",3608957771,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Pitcairn,St. Lawrence,Town,790,3608958266,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Potsdam,St. Lawrence,Town,"14,901",3608959575,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Rossie,St. Lawrence,Town,799,3608963858,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Russell,St. Lawrence,Town,"1,872",3608964221,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Stockholm,St. Lawrence,Town,"3,816",3608971410,117,Ken Blankenbush,Republican,2011,(315) 493-3909,blankenbushk@nyassembly.gov
Waddington,St. Lawrence,Town,"2,235",3608977739,116,Scott Gray,Republican,2023,(315) 786-0287,grays@nyassembly.gov
Ballston,Saratoga,Town,"11,831",3609104220,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
Charlton,Saratoga,Town,"4,328",3609113926,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
Clifton Park,Saratoga,Town,"38,029",3609116353,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
Corinth,Saratoga,Town,"6,500",3609118223,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Day,Saratoga,Town,819,3609119807,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Edinburg,Saratoga,Town,"1,333",3609123591,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Galway,Saratoga,Town,"3,525",3609128112,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
Greenfield,Saratoga,Town,"8,004",3609130444,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Hadley,Saratoga,Town,"1,976",3609131269,114,Matthew Simpson,Republican,2021,(518) 792-4546,SimpsonM@nyassembly.gov
Halfmoon,Saratoga,Town,"25,662",3609131489,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
Malta,Saratoga,Town,"17,130",3609144743,113,Carrie Woerner,Democrat,2015,(518) 584-5493,woernerc@nyassembly.gov
Milton,Saratoga,Town,"18,800",3609147537,112,Mary Beth Walsh,Republican,2017,(518) 884-8041,walshm@nyassembly.gov
